account_id,num_logins,num_unique_ips,num_unique_devices,num_unique_countries,num_unique_cities,primary_ip_share,max_implied_speed_kmh,max_concurrent_streams,logins_per_day,ground_truth_label,rule_based_label,anomaly_score,cluster,cluster_tier,anomaly_tier
acct_000483,58.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,Safe,Safe,0.4199705095787446,0,Safe,Safe
acct_000484,73.0,7.0,5.0,5.0,6.0,0.507,328405.8,3.0,1.25,Potential Abuse,Potential Abuse,0.4574305612895672,2,Potential Abuse,Safe
acct_000485,56.0,3.0,3.0,3.0,3.0,0.964,38460.8,2.0,0.99,Safe,Potential Abuse,0.49160803369125977,0,Safe,Safe
acct_000486,33.0,2.0,2.0,1.0,1.0,0.697,0.0,3.0,0.59,Safe,Potential Abuse,0.5171797721095485,0,Safe,Potential Abuse
acct_000487,98.0,5.0,5.0,4.0,4.0,0.551,44386.5,3.0,1.68,Potential Abuse,Potential Abuse,0.4974431066446669,2,Potential Abuse,Safe
acct_000488,49.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.9,Safe,Safe,0.4216135733088449,0,Safe,Safe
acct_000489,48.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.82,Safe,Safe,0.4340527960469059,0,Safe,Safe
acct_000490,64.0,3.0,1.0,2.0,2.0,0.531,310.0,2.0,1.11,Safe,Potential Abuse,0.4533763917940371,0,Safe,Safe
acct_000491,32.0,2.0,2.0,2.0,2.0,0.969,289.6,2.0,0.55,Safe,Potential Abuse,0.4628061068157562,0,Safe,Safe
acct_000492,72.0,2.0,1.0,2.0,2.0,0.986,5516.2,2.0,1.23,Safe,Potential Abuse,0.4508342411379076,0,Safe,Safe
acct_000493,57.0,4.0,3.0,4.0,4.0,0.947,663886.0,2.0,0.96,Safe,Potential Abuse,0.5376072603376816,2,Potential Abuse,Potential Abuse
acct_000494,48.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.87,Safe,Potential Abuse,0.5000013835052481,0,Safe,Safe
acct_000495,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.67,Safe,Safe,0.43094313651497557,0,Safe,Safe
acct_000496,239.0,81.0,8.0,16.0,20.0,0.167,1017629.8,8.0,4.0,Abusive,Abusive,0.5657150009866067,1,Abusive,Potential Abuse
acct_000497,66.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe,0.4269767414321344,0,Safe,Safe
acct_000498,297.0,106.0,10.0,16.0,20.0,0.104,996402.1,7.0,5.04,Abusive,Abusive,0.5915342843231748,1,Abusive,Abusive
acct_000499,81.0,2.0,3.0,1.0,1.0,0.506,0.0,2.0,1.39,Safe,Safe,0.49816586623312836,0,Safe,Safe
acct_000500,41.0,3.0,2.0,2.0,2.0,0.61,758.0,2.0,0.7,Safe,Potential Abuse,0.4518184599445843,0,Safe,Safe
acct_000501,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.34,Safe,Safe,0.4758704684696306,0,Safe,Safe
acct_000502,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe,0.42705666846014095,0,Safe,Safe
acct_000503,72.0,2.0,1.0,1.0,1.0,0.625,0.0,2.0,1.22,Safe,Safe,0.4785460540279948,0,Safe,Safe
acct_000504,48.0,2.0,2.0,1.0,1.0,0.521,0.0,2.0,0.82,Safe,Safe,0.44282511987213424,0,Safe,Safe
acct_000505,49.0,2.0,3.0,2.0,2.0,0.98,608.5,2.0,0.87,Safe,Potential Abuse,0.42983003844503687,0,Safe,Safe
acct_000506,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.57,Safe,Safe,0.43933822621322616,0,Safe,Safe
acct_000507,49.0,3.0,2.0,2.0,2.0,0.592,246.1,2.0,0.83,Safe,Potential Abuse,0.44909512479557795,0,Safe,Safe
acct_000508,72.0,2.0,1.0,2.0,2.0,0.986,1376.6,3.0,1.26,Safe,Potential Abuse,0.47983013904783595,0,Safe,Safe
acct_000509,48.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.81,Safe,Safe,0.43555389509383474,0,Safe,Safe
acct_000510,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.59,Safe,Safe,0.43406353128762964,0,Safe,Safe
acct_000511,57.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.96,Safe,Potential Abuse,0.4769822447560871,0,Safe,Safe
acct_000512,60.0,6.0,3.0,3.0,4.0,0.3,161802.6,3.0,1.09,Potential Abuse,Potential Abuse,0.5087662212499426,2,Potential Abuse,Potential Abuse
acct_000513,406.0,143.0,8.0,16.0,20.0,0.135,1112232.4,9.0,6.89,Abusive,Abusive,0.6535764219073218,1,Abusive,Abusive
acct_000514,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.8,Safe,Safe,0.41938887300269334,0,Safe,Safe
acct_000515,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.82,Safe,Safe,0.4274290935009448,0,Safe,Safe
acct_000516,328.0,112.0,8.0,16.0,20.0,0.152,979263.5,9.0,5.53,Abusive,Abusive,0.5740123771356431,1,Abusive,Potential Abuse
acct_000517,50.0,2.0,3.0,2.0,2.0,0.98,6635.4,2.0,0.84,Safe,Potential Abuse,0.4444744750873866,0,Safe,Safe
acct_000518,64.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe,0.42276684603663206,0,Safe,Safe
acct_000519,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe,0.431928120421016,0,Safe,Safe
acct_000520,72.0,2.0,1.0,1.0,1.0,0.583,0.0,2.0,1.21,Safe,Safe,0.4721226071405911,0,Safe,Safe
acct_000521,80.0,2.0,2.0,1.0,1.0,0.562,0.0,2.0,1.35,Safe,Safe,0.4751437654231279,0,Safe,Safe
acct_000522,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.07,Safe,Safe,0.43183406076896175,0,Safe,Safe
acct_000523,56.0,3.0,2.0,3.0,3.0,0.964,15447.4,2.0,0.94,Safe,Potential Abuse,0.4910616375887784,0,Safe,Safe
acct_000524,80.0,10.0,5.0,8.0,8.0,0.262,39037.8,4.0,1.35,Potential Abuse,Abusive,0.5460523030912176,2,Potential Abuse,Potential Abuse
acct_000525,72.0,4.0,1.0,3.0,3.0,0.514,9325.1,2.0,1.22,Safe,Potential Abuse,0.4863800066035996,2,Potential Abuse,Safe
acct_000526,118.0,10.0,6.0,5.0,7.0,0.483,508363.4,3.0,2.01,Potential Abuse,Potential Abuse,0.5080069635688569,2,Potential Abuse,Potential Abuse
acct_000527,80.0,2.0,1.0,2.0,2.0,0.988,1646.6,2.0,1.35,Safe,Potential Abuse,0.45323869000057243,0,Safe,Safe
acct_000528,40.0,3.0,2.0,1.0,1.0,0.5,0.0,2.0,0.68,Safe,Potential Abuse,0.487229010422529,0,Safe,Safe
acct_000529,24.0,2.0,1.0,1.0,1.0,0.542,0.0,1.0,0.44,Safe,Safe,0.5197139449816658,0,Safe,Potential Abuse
acct_000530,65.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.19,Safe,Potential Abuse,0.48883643184116327,0,Safe,Safe
acct_000531,50.0,3.0,2.0,2.0,2.0,0.54,21953.0,2.0,0.94,Safe,Potential Abuse,0.4582229987184329,0,Safe,Safe
acct_000532,66.0,3.0,2.0,2.0,2.0,0.5,224.3,2.0,1.1,Safe,Potential Abuse,0.4540216537299469,0,Safe,Safe
acct_000533,109.0,10.0,3.0,8.0,8.0,0.505,108837.2,4.0,1.93,Potential Abuse,Abusive,0.5063139857043646,2,Potential Abuse,Potential Abuse
acct_000534,82.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.4,Safe,Potential Abuse,0.5280787754431004,0,Safe,Potential Abuse
acct_000535,24.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.42,Safe,Safe,0.45991106262258413,0,Safe,Safe
acct_000536,40.0,2.0,1.0,2.0,2.0,0.975,1422.7,2.0,0.73,Safe,Potential Abuse,0.4525695988714613,0,Safe,Safe
acct_000537,327.0,115.0,14.0,16.0,20.0,0.159,996402.1,7.0,5.55,Abusive,Abusive,0.6148331235876845,1,Abusive,Abusive
acct_000538,80.0,3.0,2.0,3.0,3.0,0.975,761.7,2.0,1.38,Safe,Potential Abuse,0.486496940201845,0,Safe,Safe
acct_000539,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.68,Safe,Safe,0.4303239675291574,0,Safe,Safe
acct_000540,127.0,9.0,6.0,5.0,6.0,0.323,18088.6,4.0,2.19,Potential Abuse,Potential Abuse,0.5665142819080445,2,Potential Abuse,Potential Abuse
acct_000541,40.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.7,Safe,Safe,0.4205362600547066,0,Safe,Safe
acct_000542,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.54,Safe,Safe,0.44326196147714203,0,Safe,Safe
acct_000543,64.0,2.0,1.0,2.0,2.0,0.984,708.3,3.0,1.08,Safe,Potential Abuse,0.477369120853724,0,Safe,Safe
acct_000544,81.0,3.0,2.0,2.0,2.0,0.975,638.6,3.0,1.41,Safe,Potential Abuse,0.4912290374309893,0,Safe,Safe
acct_000545,24.0,3.0,1.0,3.0,3.0,0.917,1145.7,2.0,0.44,Safe,Potential Abuse,0.5459000108814294,0,Safe,Potential Abuse
acct_000546,125.0,8.0,4.0,4.0,5.0,0.504,70834.4,4.0,2.1,Potential Abuse,Potential Abuse,0.5129085803795908,2,Potential Abuse,Potential Abuse
acct_000547,81.0,2.0,3.0,1.0,1.0,0.531,0.0,2.0,1.41,Safe,Safe,0.49415662684216616,0,Safe,Safe
acct_000548,41.0,2.0,3.0,1.0,1.0,0.756,0.0,2.0,0.71,Safe,Safe,0.47207188570023656,0,Safe,Safe
acct_000549,72.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.23,Safe,Safe,0.4519585650467268,0,Safe,Safe
acct_000550,83.0,3.0,2.0,3.0,3.0,0.976,661.1,2.0,1.4,Safe,Potential Abuse,0.4972828545347948,0,Safe,Safe
acct_000551,81.0,3.0,3.0,1.0,2.0,0.543,182.3,3.0,1.43,Safe,Potential Abuse,0.5062698886470341,0,Safe,Potential Abuse
acct_000552,48.0,2.0,1.0,2.0,2.0,0.979,68.9,1.0,0.81,Safe,Potential Abuse,0.5086711482380267,0,Safe,Potential Abuse
acct_000553,32.0,2.0,1.0,1.0,1.0,0.562,0.0,1.0,0.55,Safe,Safe,0.5080108732013261,0,Safe,Potential Abuse
acct_000554,65.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.1,Safe,Potential Abuse,0.4860548557562208,0,Safe,Safe
acct_000555,117.0,13.0,5.0,7.0,7.0,0.265,535539.7,5.0,2.05,Potential Abuse,Potential Abuse,0.5541779410376061,2,Potential Abuse,Potential Abuse
acct_000556,57.0,2.0,3.0,2.0,2.0,0.982,1393.8,2.0,0.98,Safe,Potential Abuse,0.4301012886198398,0,Safe,Safe
acct_000557,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.8,Safe,Safe,0.4288635961147715,0,Safe,Safe
acct_000558,48.0,2.0,1.0,2.0,2.0,0.979,463.2,2.0,0.85,Safe,Potential Abuse,0.4371989757472886,0,Safe,Safe
acct_000559,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.71,Safe,Safe,0.4210197378568261,0,Safe,Safe
acct_000560,108.0,9.0,6.0,6.0,7.0,0.509,484455.6,3.0,1.83,Potential Abuse,Potential Abuse,0.49202539967869374,2,Potential Abuse,Safe
acct_000561,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.72,Safe,Safe,0.42134074429611645,0,Safe,Safe
acct_000562,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.96,Safe,Safe,0.41587128332631224,0,Safe,Safe
acct_000563,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe,0.43695815741531496,0,Safe,Safe
acct_000564,32.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.56,Safe,Safe,0.4780420955545648,0,Safe,Safe
acct_000565,74.0,2.0,2.0,2.0,2.0,0.986,25.4,3.0,1.28,Safe,Potential Abuse,0.4981060913970371,0,Safe,Safe
acct_000566,32.0,3.0,1.0,2.0,2.0,0.5,136.3,2.0,0.55,Safe,Potential Abuse,0.49560635954318843,0,Safe,Safe
acct_000567,72.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.22,Safe,Potential Abuse,0.5047088181486666,0,Safe,Potential Abuse
acct_000568,124.0,11.0,4.0,6.0,7.0,0.282,724410.4,5.0,2.14,Potential Abuse,Potential Abuse,0.5519662100983815,2,Potential Abuse,Potential Abuse
acct_000569,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.68,Safe,Safe,0.4221902444853869,0,Safe,Safe
acct_000570,120.0,8.0,5.0,8.0,8.0,0.492,594977.9,5.0,2.06,Potential Abuse,Abusive,0.5284317832612877,2,Potential Abuse,Potential Abuse
acct_000571,85.0,10.0,3.0,8.0,9.0,0.506,249765.2,4.0,1.47,Potential Abuse,Abusive,0.5038052514912839,2,Potential Abuse,Potential Abuse
acct_000572,80.0,2.0,1.0,2.0,2.0,0.988,1027.7,2.0,1.39,Safe,Potential Abuse,0.45936386516485095,0,Safe,Safe
acct_000573,48.0,3.0,3.0,2.0,2.0,0.583,1626.1,2.0,0.83,Safe,Potential Abuse,0.44210539246174047,0,Safe,Safe
acct_000574,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe,0.49484042336248424,0,Safe,Safe
acct_000575,266.0,104.0,13.0,16.0,20.0,0.102,938722.4,9.0,4.54,Abusive,Abusive,0.598668017441447,1,Abusive,Abusive
acct_000576,80.0,2.0,1.0,2.0,2.0,0.988,3201.9,3.0,1.34,Safe,Potential Abuse,0.4853765439095777,0,Safe,Safe
acct_000577,205.0,61.0,10.0,15.0,19.0,0.141,801432.4,7.0,3.53,Abusive,Abusive,0.6125306271489808,1,Abusive,Abusive
acct_000578,56.0,2.0,1.0,2.0,2.0,0.982,3092.8,2.0,0.97,Safe,Potential Abuse,0.43985843457037793,0,Safe,Safe
acct_000579,40.0,3.0,2.0,3.0,3.0,0.95,430.1,2.0,0.72,Safe,Potential Abuse,0.4949567630643197,0,Safe,Safe
acct_000580,48.0,11.0,6.0,6.0,7.0,0.521,349121.4,4.0,0.82,Potential Abuse,Potential Abuse,0.527151623547843,2,Potential Abuse,Potential Abuse
acct_000581,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe,0.4982313618582296,0,Safe,Safe
acct_000582,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.85,Safe,Safe,0.501783881026073,0,Safe,Potential Abuse
acct_000583,66.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.11,Safe,Potential Abuse,0.4881478489623109,0,Safe,Safe
acct_000584,74.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.26,Safe,Safe,0.4564349389436638,0,Safe,Safe
acct_000585,95.0,9.0,4.0,7.0,7.0,0.305,212431.6,3.0,1.62,Potential Abuse,Potential Abuse,0.49880115364806243,2,Potential Abuse,Safe
acct_000586,41.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.75,Safe,Safe,0.43503666655677026,0,Safe,Safe
acct_000587,120.0,8.0,6.0,8.0,8.0,0.517,244523.5,4.0,2.04,Potential Abuse,Abusive,0.5153564440642995,2,Potential Abuse,Potential Abuse
acct_000588,78.0,8.0,6.0,6.0,7.0,0.346,228736.7,3.0,1.35,Potential Abuse,Potential Abuse,0.495408719366444,2,Potential Abuse,Safe
acct_000589,332.0,118.0,7.0,16.0,20.0,0.133,1112232.4,10.0,5.7,Abusive,Abusive,0.6036058815780607,1,Abusive,Abusive
acct_000590,64.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe,0.4365391683013608,0,Safe,Safe
acct_000591,32.0,2.0,2.0,1.0,1.0,0.531,0.0,1.0,0.54,Safe,Safe,0.5011680325725362,0,Safe,Potential Abuse
acct_000592,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.98,Safe,Safe,0.4160796872423576,0,Safe,Safe
acct_000593,243.0,74.0,7.0,16.0,20.0,0.16,983647.9,6.0,4.12,Abusive,Abusive,0.5833655831074356,1,Abusive,Abusive
acct_000594,80.0,2.0,2.0,1.0,1.0,0.512,0.0,2.0,1.35,Safe,Safe,0.47954562366484993,0,Safe,Safe
acct_000595,80.0,4.0,3.0,2.0,3.0,0.525,3328.7,2.0,1.35,Safe,Potential Abuse,0.4743291610239078,2,Potential Abuse,Safe
acct_000596,46.0,4.0,6.0,3.0,3.0,0.522,979263.5,3.0,0.89,Potential Abuse,Potential Abuse,0.5281417990293154,2,Potential Abuse,Potential Abuse
acct_000597,65.0,3.0,2.0,2.0,2.0,0.569,208.5,2.0,1.16,Safe,Potential Abuse,0.44917575786707054,0,Safe,Safe
acct_000598,32.0,2.0,2.0,1.0,2.0,0.969,68.9,2.0,0.64,Safe,Safe,0.48545566984823085,0,Safe,Safe
acct_000599,32.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.54,Safe,Safe,0.4842338517363249,0,Safe,Safe
acct_000600,57.0,4.0,3.0,2.0,2.0,0.596,936.3,2.0,0.99,Safe,Potential Abuse,0.45715126140527046,0,Safe,Safe
acct_000601,40.0,2.0,3.0,1.0,1.0,0.525,0.0,2.0,0.67,Safe,Safe,0.45215491604276703,0,Safe,Safe
acct_000602,114.0,12.0,6.0,8.0,9.0,0.482,875098.3,4.0,1.92,Potential Abuse,Abusive,0.5205662257364981,2,Potential Abuse,Potential Abuse
acct_000603,56.0,5.0,4.0,3.0,3.0,0.446,66506.3,4.0,0.96,Potential Abuse,Potential Abuse,0.5077215512353817,2,Potential Abuse,Potential Abuse
acct_000604,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.41,Safe,Safe,0.47242345049264045,0,Safe,Safe
acct_000605,275.0,92.0,14.0,16.0,20.0,0.127,965670.0,7.0,4.63,Abusive,Abusive,0.5978132702265369,1,Abusive,Abusive
acct_000606,56.0,2.0,1.0,2.0,2.0,0.982,962.0,3.0,0.93,Safe,Potential Abuse,0.48485287926385606,0,Safe,Safe
acct_000607,83.0,11.0,6.0,6.0,8.0,0.566,241054.7,3.0,1.49,Potential Abuse,Potential Abuse,0.5011310759935288,2,Potential Abuse,Potential Abuse
acct_000608,105.0,9.0,5.0,6.0,7.0,0.381,419478.8,3.0,1.81,Potential Abuse,Potential Abuse,0.49089390001049843,2,Potential Abuse,Safe
acct_000609,64.0,2.0,2.0,1.0,1.0,0.516,0.0,2.0,1.11,Safe,Safe,0.4489726489851776,0,Safe,Safe
acct_000610,42.0,2.0,3.0,1.0,1.0,0.524,0.0,2.0,0.72,Safe,Safe,0.45483676418866353,0,Safe,Safe
acct_000611,320.0,118.0,15.0,16.0,20.0,0.128,965670.0,8.0,5.39,Abusive,Abusive,0.6124957979195245,1,Abusive,Abusive
acct_000612,88.0,10.0,3.0,8.0,8.0,0.489,444965.2,4.0,1.47,Potential Abuse,Abusive,0.49693221094963297,2,Potential Abuse,Safe
acct_000613,64.0,5.0,6.0,4.0,4.0,0.453,145352.3,4.0,1.11,Potential Abuse,Potential Abuse,0.4996467061055475,2,Potential Abuse,Safe
acct_000614,121.0,8.0,4.0,8.0,8.0,0.512,90374.4,3.0,2.1,Potential Abuse,Abusive,0.5079214295765178,2,Potential Abuse,Potential Abuse
acct_000615,83.0,7.0,6.0,4.0,4.0,0.446,591142.7,6.0,1.41,Potential Abuse,Abusive,0.5357149444882339,2,Potential Abuse,Potential Abuse
acct_000616,64.0,2.0,3.0,2.0,2.0,0.984,578.4,2.0,1.11,Safe,Potential Abuse,0.43162119133477683,0,Safe,Safe
acct_000617,116.0,8.0,6.0,7.0,7.0,0.526,475800.4,3.0,1.95,Potential Abuse,Potential Abuse,0.5036378289584121,2,Potential Abuse,Potential Abuse
acct_000618,40.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.71,Safe,Safe,0.4916978034238907,0,Safe,Safe
acct_000619,80.0,2.0,1.0,2.0,2.0,0.988,470.8,2.0,1.36,Safe,Potential Abuse,0.45730830052635496,0,Safe,Safe
acct_000620,371.0,124.0,7.0,16.0,20.0,0.097,965670.0,11.0,6.3,Abusive,Abusive,0.6382206201619948,1,Abusive,Abusive
acct_000621,40.0,2.0,2.0,1.0,1.0,0.625,0.0,2.0,0.69,Safe,Safe,0.4498592331606256,0,Safe,Safe
acct_000622,49.0,2.0,2.0,2.0,2.0,0.98,11108.1,2.0,0.87,Safe,Potential Abuse,0.4432637214297212,0,Safe,Safe
acct_000623,50.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.84,Safe,Safe,0.43517737698911374,0,Safe,Safe
acct_000624,48.0,2.0,1.0,1.0,1.0,0.521,0.0,2.0,0.81,Safe,Safe,0.4578177706251029,0,Safe,Safe
acct_000625,80.0,3.0,1.0,2.0,2.0,0.525,2432.0,2.0,1.34,Safe,Potential Abuse,0.4585199751932116,0,Safe,Safe
acct_000626,64.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.08,Safe,Potential Abuse,0.47898921924018295,0,Safe,Safe
acct_000627,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.13,Safe,Safe,0.42718071333978047,0,Safe,Safe
acct_000628,76.0,6.0,5.0,6.0,6.0,0.474,19163.8,3.0,1.3,Potential Abuse,Potential Abuse,0.48668249754870896,2,Potential Abuse,Safe
acct_000629,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe,0.49229563876924354,0,Safe,Safe
acct_000630,64.0,3.0,1.0,2.0,2.0,0.547,715.7,3.0,1.11,Safe,Potential Abuse,0.47276667408513023,0,Safe,Safe
acct_000631,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.09,Safe,Safe,0.42386534263580233,0,Safe,Safe
acct_000632,40.0,2.0,1.0,2.0,2.0,0.975,1177.0,2.0,0.68,Safe,Potential Abuse,0.45307886786358703,0,Safe,Safe
acct_000633,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe,0.43695815741531496,0,Safe,Safe
acct_000634,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.41,Safe,Safe,0.49793305623420175,0,Safe,Safe
acct_000635,91.0,7.0,4.0,3.0,5.0,0.484,50080.2,3.0,1.54,Potential Abuse,Potential Abuse,0.4832177684523624,2,Potential Abuse,Safe
acct_000636,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.6,Safe,Safe,0.4347703514893952,0,Safe,Safe
acct_000637,82.0,5.0,5.0,4.0,4.0,0.537,21181.9,4.0,1.42,Potential Abuse,Potential Abuse,0.4951877433500289,2,Potential Abuse,Safe
acct_000638,66.0,3.0,2.0,2.0,2.0,0.561,1264.1,2.0,1.12,Safe,Potential Abuse,0.43757388744859077,0,Safe,Safe
acct_000639,42.0,4.0,3.0,3.0,3.0,0.571,14216.9,3.0,0.73,Potential Abuse,Potential Abuse,0.49024909009945244,2,Potential Abuse,Safe
acct_000640,89.0,5.0,6.0,4.0,4.0,0.517,7888.9,3.0,1.51,Potential Abuse,Potential Abuse,0.5043415449740154,2,Potential Abuse,Potential Abuse
acct_000641,48.0,3.0,1.0,2.0,2.0,0.521,1547.3,2.0,0.83,Safe,Potential Abuse,0.44700085124187705,0,Safe,Safe
acct_000642,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe,0.431928120421016,0,Safe,Safe
acct_000643,24.0,2.0,1.0,1.0,1.0,0.542,0.0,2.0,0.42,Safe,Safe,0.4891086569907597,0,Safe,Safe
acct_000644,72.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.21,Safe,Safe,0.4501606811856873,0,Safe,Safe
acct_000645,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.99,Safe,Safe,0.41671036312851095,0,Safe,Safe
acct_000646,91.0,8.0,6.0,6.0,7.0,0.495,445755.1,3.0,1.53,Potential Abuse,Potential Abuse,0.47255777793629045,2,Potential Abuse,Safe
acct_000647,57.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.02,Safe,Safe,0.4356202198763833,0,Safe,Safe
acct_000648,80.0,2.0,1.0,1.0,1.0,0.525,0.0,2.0,1.38,Safe,Safe,0.49371116832341555,0,Safe,Safe
acct_000649,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe,0.42705666846014095,0,Safe,Safe
acct_000650,24.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0,0.4,Safe,Safe,0.5378318779003629,0,Safe,Potential Abuse
acct_000651,32.0,2.0,1.0,2.0,2.0,0.969,889.5,2.0,0.56,Safe,Potential Abuse,0.4756661523266431,0,Safe,Safe
acct_000652,58.0,2.0,3.0,1.0,1.0,0.517,0.0,3.0,0.98,Safe,Potential Abuse,0.4986358627156423,0,Safe,Safe
acct_000653,40.0,2.0,2.0,2.0,2.0,0.975,249.0,1.0,0.72,Safe,Potential Abuse,0.49731279238712367,0,Safe,Safe
acct_000654,72.0,2.0,1.0,1.0,1.0,0.583,0.0,3.0,1.24,Safe,Potential Abuse,0.5153629106002878,0,Safe,Potential Abuse
acct_000655,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe,0.43695815741531496,0,Safe,Safe
acct_000656,48.0,2.0,2.0,1.0,1.0,0.542,0.0,2.0,0.81,Safe,Safe,0.44115687717163893,0,Safe,Safe
acct_000657,44.0,10.0,4.0,8.0,8.0,0.386,259781.5,3.0,0.79,Potential Abuse,Abusive,0.5318570250290648,2,Potential Abuse,Potential Abuse
acct_000658,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.81,Safe,Safe,0.41942080355614614,0,Safe,Safe
acct_000659,108.0,7.0,4.0,5.0,6.0,0.481,258939.1,4.0,1.82,Potential Abuse,Potential Abuse,0.4891185560821788,2,Potential Abuse,Safe
acct_000660,56.0,2.0,2.0,1.0,1.0,0.661,0.0,2.0,0.97,Safe,Safe,0.4547326459878009,0,Safe,Safe
acct_000661,40.0,2.0,1.0,2.0,2.0,0.975,220.3,2.0,0.69,Safe,Potential Abuse,0.45676453915210047,0,Safe,Safe
acct_000662,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.56,Safe,Safe,0.4863603341978498,0,Safe,Safe
acct_000663,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1,Safe,Safe,0.43216001680720706,0,Safe,Safe
acct_000664,24.0,2.0,1.0,2.0,2.0,0.958,264.4,1.0,0.42,Safe,Potential Abuse,0.5478797021776683,0,Safe,Potential Abuse
acct_000665,41.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.71,Safe,Safe,0.43211671099759147,0,Safe,Safe
acct_000666,52.0,2.0,5.0,2.0,2.0,0.558,5546.7,3.0,0.88,Potential Abuse,Potential Abuse,0.5050711019421922,0,Safe,Potential Abuse
acct_000667,65.0,7.0,4.0,5.0,6.0,0.431,498201.1,3.0,1.13,Potential Abuse,Potential Abuse,0.4637354845484983,2,Potential Abuse,Safe
acct_000668,58.0,2.0,2.0,1.0,1.0,0.517,0.0,2.0,0.97,Safe,Safe,0.444498157493029,0,Safe,Safe
acct_000669,32.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.63,Safe,Safe,0.43689062557043734,0,Safe,Safe
