account_id,num_logins,num_unique_ips,num_unique_devices,num_unique_countries,num_unique_cities,primary_ip_share,max_implied_speed_kmh,max_concurrent_streams,logins_per_day,ground_truth_label,rule_based_label
acct_000257,60.0,2.0,2.0,1.0,1.0,0.55,0.0,2.0,1.03,Safe,Safe
acct_000258,102.0,10.0,6.0,7.0,8.0,0.422,931411.7,4.0,1.77,Potential Abuse,Potential Abuse
acct_000259,56.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,Safe,Potential Abuse
acct_000260,73.0,2.0,2.0,1.0,1.0,0.986,0.0,2.0,1.25,Safe,Safe
acct_000261,58.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.06,Safe,Safe
acct_000262,103.0,5.0,5.0,3.0,3.0,0.524,704490.2,6.0,1.75,Potential Abuse,Abusive
acct_000263,100.0,11.0,4.0,5.0,5.0,0.45,535723.8,4.0,1.8,Potential Abuse,Potential Abuse
acct_000264,73.0,2.0,2.0,1.0,1.0,0.548,0.0,2.0,1.24,Safe,Safe
acct_000265,291.0,90.0,6.0,15.0,19.0,0.237,931411.7,10.0,4.88,Abusive,Abusive
acct_000266,66.0,9.0,5.0,8.0,8.0,0.47,291699.4,4.0,1.14,Potential Abuse,Abusive
acct_000267,82.0,3.0,3.0,2.0,2.0,0.573,2306.8,3.0,1.41,Safe,Potential Abuse
acct_000268,345.0,123.0,7.0,16.0,20.0,0.096,996402.1,12.0,5.77,Abusive,Abusive
acct_000269,66.0,3.0,3.0,1.0,1.0,0.545,0.0,2.0,1.1,Safe,Potential Abuse
acct_000270,56.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.95,Safe,Safe
acct_000271,49.0,7.0,6.0,4.0,4.0,0.429,49400.1,3.0,0.91,Potential Abuse,Potential Abuse
acct_000272,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.83,Safe,Safe
acct_000273,32.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.57,Safe,Safe
acct_000274,86.0,11.0,3.0,7.0,7.0,0.523,600997.5,3.0,1.47,Potential Abuse,Potential Abuse
acct_000275,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.54,Safe,Safe
acct_000276,70.0,11.0,6.0,7.0,7.0,0.443,931411.7,4.0,1.23,Potential Abuse,Potential Abuse
acct_000277,49.0,2.0,3.0,2.0,2.0,0.98,672.8,2.0,0.91,Safe,Potential Abuse
acct_000278,269.0,91.0,12.0,16.0,20.0,0.156,1112232.4,11.0,4.61,Abusive,Abusive
acct_000279,236.0,83.0,15.0,16.0,20.0,0.233,1112232.4,8.0,3.95,Abusive,Abusive
acct_000280,73.0,6.0,3.0,4.0,4.0,0.288,103281.6,3.0,1.23,Potential Abuse,Potential Abuse
acct_000281,41.0,5.0,6.0,3.0,3.0,0.268,17585.1,3.0,0.72,Potential Abuse,Potential Abuse
acct_000282,81.0,8.0,5.0,5.0,5.0,0.444,13898.1,4.0,1.41,Potential Abuse,Potential Abuse
acct_000283,63.0,6.0,4.0,4.0,4.0,0.302,272093.1,3.0,1.06,Potential Abuse,Potential Abuse
acct_000284,58.0,6.0,5.0,3.0,4.0,0.517,744502.0,3.0,1.03,Potential Abuse,Potential Abuse
acct_000285,57.0,3.0,2.0,2.0,2.0,0.579,2264.7,2.0,1.03,Safe,Potential Abuse
acct_000286,56.0,2.0,3.0,2.0,2.0,0.982,45.2,2.0,0.94,Safe,Potential Abuse
acct_000287,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe
acct_000288,80.0,2.0,1.0,2.0,2.0,0.988,17628.9,3.0,1.35,Safe,Potential Abuse
acct_000289,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe
acct_000290,48.0,8.0,4.0,5.0,5.0,0.438,82722.4,3.0,0.81,Potential Abuse,Potential Abuse
acct_000291,48.0,3.0,3.0,2.0,2.0,0.542,4772.7,2.0,0.82,Safe,Potential Abuse
acct_000292,41.0,2.0,3.0,2.0,2.0,0.976,1371.3,3.0,0.73,Safe,Potential Abuse
acct_000293,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.39,Safe,Safe
acct_000294,216.0,63.0,15.0,16.0,20.0,0.199,568601.4,6.0,3.65,Abusive,Abusive
acct_000295,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.55,Safe,Safe
acct_000296,73.0,3.0,2.0,2.0,3.0,0.973,1692.9,2.0,1.24,Safe,Potential Abuse
acct_000297,32.0,2.0,2.0,2.0,2.0,0.969,111.0,1.0,0.56,Safe,Potential Abuse
acct_000298,76.0,3.0,3.0,2.0,2.0,0.566,101.5,2.0,1.29,Safe,Potential Abuse
acct_000299,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe
acct_000300,24.0,4.0,3.0,3.0,3.0,0.5,397.9,2.0,0.41,Safe,Potential Abuse
acct_000301,115.0,12.0,5.0,7.0,9.0,0.452,74129.0,3.0,1.96,Potential Abuse,Potential Abuse
acct_000302,56.0,3.0,1.0,2.0,2.0,0.536,1994.7,2.0,0.99,Safe,Potential Abuse
acct_000303,33.0,2.0,3.0,2.0,2.0,0.97,131.3,2.0,0.56,Safe,Potential Abuse
acct_000304,73.0,2.0,3.0,2.0,2.0,0.986,927.4,2.0,1.25,Safe,Potential Abuse
acct_000305,73.0,2.0,2.0,1.0,1.0,0.521,0.0,3.0,1.24,Safe,Potential Abuse
acct_000306,66.0,8.0,3.0,6.0,6.0,0.47,210551.0,3.0,1.14,Potential Abuse,Potential Abuse
acct_000307,122.0,14.0,3.0,10.0,11.0,0.434,189187.5,4.0,2.05,Potential Abuse,Abusive
acct_000308,24.0,4.0,1.0,4.0,4.0,0.875,1271.6,1.0,0.45,Safe,Potential Abuse
acct_000309,128.0,13.0,3.0,9.0,9.0,0.516,175112.0,3.0,2.18,Potential Abuse,Abusive
acct_000310,201.0,70.0,9.0,15.0,19.0,0.184,1061079.3,8.0,3.58,Abusive,Abusive
acct_000311,24.0,2.0,3.0,1.0,1.0,0.542,0.0,1.0,0.43,Safe,Safe
acct_000312,73.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.24,Safe,Safe
acct_000313,46.0,8.0,4.0,7.0,7.0,0.413,808120.7,5.0,0.81,Potential Abuse,Potential Abuse
acct_000314,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.98,Safe,Safe
acct_000315,72.0,3.0,1.0,2.0,2.0,0.597,1831.6,2.0,1.22,Safe,Potential Abuse
acct_000316,131.0,12.0,6.0,6.0,6.0,0.588,306968.0,4.0,2.2,Potential Abuse,Potential Abuse
acct_000317,32.0,2.0,1.0,1.0,1.0,0.531,0.0,1.0,0.55,Safe,Safe
acct_000318,100.0,10.0,4.0,7.0,7.0,0.46,360045.5,4.0,1.7,Potential Abuse,Potential Abuse
acct_000319,73.0,2.0,2.0,1.0,1.0,0.521,0.0,2.0,1.25,Safe,Safe
acct_000320,113.0,12.0,4.0,11.0,11.0,0.469,664255.5,4.0,1.93,Potential Abuse,Abusive
acct_000321,64.0,3.0,2.0,3.0,3.0,0.969,2183.9,2.0,1.09,Safe,Potential Abuse
acct_000322,110.0,10.0,5.0,8.0,8.0,0.464,668591.8,3.0,1.87,Potential Abuse,Abusive
acct_000323,56.0,2.0,1.0,2.0,2.0,0.982,529.0,2.0,0.94,Safe,Potential Abuse
acct_000324,86.0,6.0,4.0,5.0,6.0,0.512,720699.0,5.0,1.45,Potential Abuse,Potential Abuse
acct_000325,48.0,3.0,1.0,2.0,2.0,0.625,234.0,2.0,0.84,Safe,Potential Abuse
acct_000326,32.0,3.0,3.0,1.0,1.0,0.719,0.0,2.0,0.56,Safe,Potential Abuse
acct_000327,32.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.57,Safe,Safe
acct_000328,64.0,2.0,3.0,2.0,2.0,0.984,990.5,2.0,1.09,Safe,Potential Abuse
acct_000329,67.0,2.0,2.0,1.0,1.0,0.597,0.0,3.0,1.2,Safe,Potential Abuse
acct_000330,43.0,4.0,5.0,3.0,3.0,0.488,79794.4,3.0,0.75,Potential Abuse,Potential Abuse
acct_000331,357.0,100.0,12.0,15.0,19.0,0.118,900033.2,9.0,6.05,Abusive,Abusive
acct_000332,50.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,0.88,Safe,Potential Abuse
acct_000333,24.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.43,Safe,Safe
acct_000334,51.0,6.0,3.0,4.0,4.0,0.333,1552.8,3.0,0.88,Potential Abuse,Potential Abuse
acct_000335,56.0,5.0,3.0,3.0,3.0,0.536,22818.5,4.0,0.98,Potential Abuse,Potential Abuse
acct_000336,401.0,108.0,12.0,16.0,20.0,0.155,1061079.3,12.0,6.73,Abusive,Abusive
acct_000337,122.0,8.0,4.0,7.0,7.0,0.402,479354.7,6.0,2.04,Potential Abuse,Abusive
acct_000338,40.0,2.0,1.0,1.0,1.0,0.625,0.0,2.0,0.68,Safe,Safe
acct_000339,64.0,2.0,2.0,2.0,2.0,0.984,3171.9,2.0,1.08,Safe,Potential Abuse
acct_000340,94.0,10.0,5.0,7.0,8.0,0.489,82842.1,3.0,1.62,Potential Abuse,Potential Abuse
acct_000341,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.34,Safe,Safe
acct_000342,301.0,98.0,14.0,16.0,20.0,0.196,1017629.8,12.0,5.06,Abusive,Abusive
acct_000343,40.0,3.0,3.0,2.0,2.0,0.575,1856.5,2.0,0.67,Safe,Potential Abuse
acct_000344,80.0,3.0,3.0,2.0,2.0,0.55,345.1,2.0,1.38,Safe,Potential Abuse
acct_000345,48.0,2.0,2.0,2.0,2.0,0.979,356.7,2.0,0.81,Safe,Potential Abuse
acct_000346,106.0,10.0,6.0,8.0,8.0,0.5,146714.1,3.0,1.79,Potential Abuse,Abusive
acct_000347,49.0,2.0,2.0,1.0,1.0,0.551,0.0,2.0,0.84,Safe,Safe
acct_000348,25.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.44,Safe,Safe
acct_000349,48.0,3.0,2.0,2.0,2.0,0.542,2123.4,2.0,0.83,Safe,Potential Abuse
acct_000350,80.0,2.0,1.0,2.0,2.0,0.988,2270.3,2.0,1.36,Safe,Potential Abuse
acct_000351,64.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.07,Safe,Safe
acct_000352,34.0,2.0,2.0,1.0,1.0,0.529,0.0,2.0,0.6,Safe,Safe
acct_000353,122.0,5.0,4.0,3.0,4.0,0.434,74405.1,4.0,2.04,Potential Abuse,Potential Abuse
acct_000354,126.0,11.0,4.0,7.0,10.0,0.571,429958.6,3.0,2.15,Potential Abuse,Potential Abuse
acct_000355,292.0,96.0,12.0,16.0,20.0,0.103,1017629.8,8.0,4.93,Abusive,Abusive
acct_000356,32.0,2.0,1.0,1.0,1.0,0.625,0.0,2.0,0.57,Safe,Safe
acct_000357,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.82,Safe,Safe
acct_000358,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.83,Safe,Safe
acct_000359,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.82,Safe,Safe
acct_000360,72.0,3.0,1.0,2.0,2.0,0.5,1233.5,2.0,1.23,Safe,Potential Abuse
acct_000361,32.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.55,Safe,Safe
acct_000362,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.61,Safe,Safe
acct_000363,58.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.99,Safe,Safe
acct_000364,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe
acct_000365,26.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.54,Safe,Safe
acct_000366,132.0,13.0,5.0,9.0,11.0,0.477,403218.5,4.0,2.29,Potential Abuse,Abusive
acct_000367,83.0,8.0,4.0,6.0,6.0,0.361,62706.3,4.0,1.43,Potential Abuse,Potential Abuse
acct_000368,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.56,Safe,Safe
acct_000369,71.0,6.0,4.0,5.0,5.0,0.521,614415.0,5.0,1.23,Potential Abuse,Potential Abuse
acct_000370,76.0,6.0,3.0,4.0,4.0,0.474,27962.7,3.0,1.32,Potential Abuse,Potential Abuse
acct_000371,66.0,2.0,3.0,2.0,2.0,0.985,692.2,2.0,1.13,Safe,Potential Abuse
acct_000372,56.0,2.0,1.0,1.0,1.0,0.625,0.0,2.0,0.95,Safe,Safe
acct_000373,81.0,2.0,2.0,2.0,2.0,0.988,1519.9,2.0,1.37,Safe,Potential Abuse
acct_000374,89.0,10.0,5.0,6.0,7.0,0.371,425006.4,4.0,1.51,Potential Abuse,Potential Abuse
acct_000375,44.0,3.0,4.0,2.0,2.0,0.614,2622.8,3.0,0.75,Potential Abuse,Potential Abuse
acct_000376,116.0,7.0,5.0,5.0,5.0,0.474,362151.5,4.0,1.99,Potential Abuse,Potential Abuse
acct_000377,24.0,2.0,1.0,1.0,1.0,0.958,0.0,1.0,0.44,Safe,Safe
acct_000378,49.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.87,Safe,Safe
acct_000379,40.0,3.0,1.0,2.0,2.0,0.5,1418.9,3.0,0.68,Safe,Potential Abuse
acct_000380,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.94,Safe,Safe
acct_000381,81.0,2.0,2.0,2.0,2.0,0.988,1757.6,2.0,1.36,Safe,Potential Abuse
acct_000382,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.57,Safe,Safe
acct_000383,50.0,5.0,5.0,5.0,5.0,0.52,134485.5,4.0,0.89,Potential Abuse,Potential Abuse
acct_000384,72.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.27,Safe,Safe
acct_000385,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.56,Safe,Safe
acct_000386,63.0,5.0,5.0,4.0,4.0,0.587,243075.1,3.0,1.05,Potential Abuse,Potential Abuse
acct_000387,65.0,2.0,3.0,2.0,2.0,0.985,1748.7,2.0,1.1,Safe,Potential Abuse
acct_000388,56.0,8.0,6.0,6.0,6.0,0.643,114490.3,3.0,1.03,Potential Abuse,Potential Abuse
acct_000389,25.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.43,Safe,Potential Abuse
acct_000390,40.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.69,Safe,Safe
acct_000391,56.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.96,Safe,Safe
acct_000392,73.0,3.0,2.0,2.0,2.0,0.534,2210.1,2.0,1.22,Safe,Potential Abuse
acct_000393,56.0,2.0,2.0,1.0,1.0,0.536,0.0,2.0,1.03,Safe,Safe
acct_000394,182.0,74.0,7.0,16.0,20.0,0.148,1017629.8,8.0,3.14,Abusive,Abusive
acct_000395,24.0,2.0,2.0,1.0,1.0,0.542,0.0,2.0,0.47,Safe,Safe
acct_000396,41.0,2.0,3.0,2.0,2.0,0.976,1042.3,2.0,0.78,Safe,Potential Abuse
acct_000397,63.0,8.0,6.0,6.0,6.0,0.492,8544.5,3.0,1.05,Potential Abuse,Potential Abuse
acct_000398,50.0,2.0,3.0,2.0,2.0,0.98,1439.9,2.0,0.84,Safe,Potential Abuse
acct_000399,72.0,2.0,3.0,2.0,2.0,0.986,34287.0,2.0,1.24,Safe,Potential Abuse
acct_000400,41.0,2.0,3.0,2.0,2.0,0.976,194.9,2.0,0.76,Safe,Potential Abuse
acct_000401,56.0,2.0,1.0,2.0,2.0,0.982,97.5,2.0,0.97,Safe,Potential Abuse
acct_000402,64.0,2.0,2.0,2.0,2.0,0.984,1118.4,2.0,1.12,Safe,Potential Abuse
acct_000403,127.0,9.0,3.0,8.0,8.0,0.433,97926.4,4.0,2.13,Potential Abuse,Abusive
acct_000404,56.0,2.0,3.0,1.0,1.0,0.589,0.0,2.0,1.02,Safe,Safe
acct_000405,66.0,2.0,3.0,1.0,1.0,0.545,0.0,2.0,1.12,Safe,Safe
acct_000406,48.0,5.0,4.0,2.0,2.0,0.604,121036.9,3.0,0.84,Potential Abuse,Potential Abuse
acct_000407,48.0,3.0,2.0,3.0,3.0,0.958,474.7,2.0,0.84,Safe,Potential Abuse
acct_000408,50.0,6.0,6.0,5.0,5.0,0.48,582703.5,3.0,0.86,Potential Abuse,Potential Abuse
acct_000409,33.0,2.0,3.0,2.0,2.0,0.97,139911.8,2.0,0.55,Safe,Potential Abuse
acct_000410,48.0,2.0,1.0,2.0,2.0,0.979,4413.6,2.0,0.81,Safe,Potential Abuse
acct_000411,299.0,80.0,14.0,16.0,20.0,0.204,959220.5,6.0,5.02,Abusive,Abusive
acct_000412,56.0,3.0,3.0,3.0,3.0,0.964,2776.3,2.0,0.98,Safe,Potential Abuse
acct_000413,58.0,2.0,3.0,2.0,2.0,0.983,101.4,2.0,0.97,Safe,Potential Abuse
acct_000414,308.0,113.0,6.0,16.0,20.0,0.12,1112232.4,8.0,5.16,Abusive,Abusive
acct_000415,65.0,2.0,2.0,1.0,1.0,0.6,0.0,2.0,1.14,Safe,Safe
acct_000416,25.0,2.0,2.0,1.0,1.0,0.52,0.0,2.0,0.46,Safe,Safe
acct_000417,74.0,2.0,2.0,1.0,1.0,0.581,0.0,2.0,1.28,Safe,Safe
acct_000418,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe
acct_000419,80.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.38,Safe,Potential Abuse
acct_000420,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.84,Safe,Safe
acct_000421,32.0,2.0,2.0,1.0,1.0,0.562,0.0,1.0,0.59,Safe,Safe
acct_000422,57.0,2.0,3.0,1.0,1.0,0.561,0.0,2.0,0.96,Safe,Safe
acct_000423,81.0,4.0,2.0,3.0,3.0,0.519,2613.2,2.0,1.44,Safe,Potential Abuse
acct_000424,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.72,Safe,Safe
acct_000425,77.0,8.0,6.0,4.0,5.0,0.519,267810.1,4.0,1.3,Potential Abuse,Potential Abuse
acct_000426,68.0,6.0,3.0,4.0,4.0,0.441,111438.8,3.0,1.16,Potential Abuse,Potential Abuse
acct_000427,56.0,2.0,2.0,2.0,2.0,0.982,559.3,2.0,0.95,Safe,Potential Abuse
acct_000428,80.0,2.0,1.0,1.0,1.0,0.575,0.0,2.0,1.36,Safe,Safe
acct_000429,102.0,8.0,6.0,5.0,5.0,0.255,663886.0,5.0,1.75,Potential Abuse,Potential Abuse
acct_000430,140.0,9.0,5.0,8.0,8.0,0.514,144193.1,4.0,2.33,Potential Abuse,Abusive
acct_000431,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe
acct_000432,49.0,4.0,3.0,3.0,3.0,0.51,48649.3,2.0,0.85,Safe,Potential Abuse
acct_000433,57.0,3.0,3.0,3.0,3.0,0.965,466.9,2.0,0.96,Safe,Potential Abuse
acct_000434,80.0,3.0,1.0,2.0,2.0,0.5,1691.4,2.0,1.39,Safe,Potential Abuse
acct_000435,67.0,3.0,3.0,1.0,2.0,0.582,7137.9,3.0,1.14,Safe,Potential Abuse
acct_000436,108.0,15.0,6.0,10.0,11.0,0.287,327882.6,4.0,1.82,Potential Abuse,Abusive
acct_000437,55.0,5.0,6.0,4.0,4.0,0.509,59124.7,3.0,0.93,Potential Abuse,Potential Abuse
acct_000438,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.42,Safe,Safe
acct_000439,40.0,2.0,3.0,2.0,2.0,0.975,601.2,2.0,0.7,Safe,Potential Abuse
acct_000440,64.0,2.0,1.0,2.0,2.0,0.984,1002.0,2.0,1.11,Safe,Potential Abuse
acct_000441,62.0,9.0,5.0,6.0,7.0,0.5,171374.4,3.0,1.05,Potential Abuse,Potential Abuse
acct_000442,73.0,2.0,3.0,1.0,1.0,0.589,0.0,2.0,1.24,Safe,Safe
acct_000443,49.0,2.0,2.0,1.0,1.0,0.592,0.0,2.0,0.83,Safe,Safe
acct_000444,64.0,3.0,2.0,2.0,2.0,0.531,863.4,2.0,1.11,Safe,Potential Abuse
acct_000445,115.0,12.0,4.0,9.0,9.0,0.461,983647.9,4.0,1.97,Potential Abuse,Abusive
acct_000446,73.0,3.0,2.0,2.0,2.0,0.548,2008.1,2.0,1.31,Safe,Potential Abuse
acct_000447,25.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.5,Safe,Safe
acct_000448,44.0,5.0,4.0,5.0,5.0,0.477,277457.8,4.0,0.74,Potential Abuse,Potential Abuse
acct_000449,32.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0,0.58,Safe,Safe
acct_000450,81.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.39,Safe,Potential Abuse
acct_000451,351.0,110.0,10.0,16.0,20.0,0.182,1112232.4,10.0,5.92,Abusive,Abusive
acct_000452,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.83,Safe,Safe
acct_000453,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.14,Safe,Safe
acct_000454,75.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.27,Safe,Safe
acct_000455,72.0,2.0,3.0,2.0,2.0,0.986,443.5,3.0,1.22,Safe,Potential Abuse
acct_000456,40.0,2.0,1.0,2.0,2.0,0.975,780.7,2.0,0.68,Safe,Potential Abuse
acct_000457,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.7,Safe,Safe
acct_000458,65.0,3.0,3.0,3.0,3.0,0.954,43775.9,3.0,1.11,Safe,Potential Abuse
acct_000459,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.45,Safe,Safe
acct_000460,56.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.01,Safe,Safe
acct_000461,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe
acct_000462,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.99,Safe,Safe
acct_000463,319.0,108.0,12.0,16.0,20.0,0.122,938722.4,8.0,5.38,Abusive,Abusive
acct_000464,80.0,2.0,3.0,2.0,2.0,0.988,894.6,2.0,1.34,Safe,Potential Abuse
acct_000465,72.0,2.0,3.0,2.0,2.0,0.986,1787.6,2.0,1.2,Safe,Potential Abuse
acct_000466,49.0,3.0,5.0,3.0,3.0,0.571,11008.9,3.0,0.85,Potential Abuse,Potential Abuse
acct_000467,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.83,Safe,Safe
acct_000468,58.0,2.0,2.0,2.0,2.0,0.983,743.9,2.0,1.11,Safe,Potential Abuse
acct_000469,111.0,9.0,4.0,6.0,7.0,0.514,576421.5,4.0,1.88,Potential Abuse,Potential Abuse
acct_000470,133.0,14.0,3.0,8.0,10.0,0.414,812122.1,4.0,2.35,Potential Abuse,Abusive
acct_000471,80.0,2.0,1.0,2.0,2.0,0.988,160.7,2.0,1.35,Safe,Potential Abuse
acct_000472,130.0,10.0,4.0,7.0,7.0,0.477,826440.6,4.0,2.35,Potential Abuse,Potential Abuse
acct_000473,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.38,Safe,Safe
acct_000474,88.0,14.0,3.0,10.0,10.0,0.534,318673.4,3.0,1.49,Potential Abuse,Abusive
acct_000475,57.0,2.0,3.0,2.0,2.0,0.982,1714.6,2.0,0.96,Safe,Potential Abuse
acct_000476,32.0,2.0,3.0,1.0,1.0,0.531,0.0,3.0,0.54,Safe,Potential Abuse
acct_000477,89.0,7.0,5.0,6.0,6.0,0.506,80135.7,3.0,1.56,Potential Abuse,Potential Abuse
acct_000478,65.0,3.0,3.0,2.0,2.0,0.569,980.4,2.0,1.15,Safe,Potential Abuse
acct_000479,48.0,2.0,3.0,1.0,1.0,0.583,0.0,2.0,0.82,Safe,Safe
acct_000480,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.84,Safe,Safe
acct_000481,66.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.15,Safe,Safe
acct_000482,49.0,2.0,2.0,1.0,1.0,0.571,0.0,2.0,0.86,Safe,Safe
acct_000483,58.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,Safe,Safe
acct_000484,73.0,7.0,5.0,5.0,6.0,0.507,328405.8,3.0,1.25,Potential Abuse,Potential Abuse
acct_000485,56.0,3.0,3.0,3.0,3.0,0.964,38460.8,2.0,0.99,Safe,Potential Abuse
acct_000486,33.0,2.0,2.0,1.0,1.0,0.697,0.0,3.0,0.59,Safe,Potential Abuse
acct_000487,98.0,5.0,5.0,4.0,4.0,0.551,44386.5,3.0,1.68,Potential Abuse,Potential Abuse
acct_000488,49.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.9,Safe,Safe
acct_000489,48.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.82,Safe,Safe
acct_000490,64.0,3.0,1.0,2.0,2.0,0.531,310.0,2.0,1.11,Safe,Potential Abuse
acct_000491,32.0,2.0,2.0,2.0,2.0,0.969,289.6,2.0,0.55,Safe,Potential Abuse
acct_000492,72.0,2.0,1.0,2.0,2.0,0.986,5516.2,2.0,1.23,Safe,Potential Abuse
acct_000493,57.0,4.0,3.0,4.0,4.0,0.947,663886.0,2.0,0.96,Safe,Potential Abuse
acct_000494,48.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.87,Safe,Potential Abuse
acct_000495,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.67,Safe,Safe
acct_000496,239.0,81.0,8.0,16.0,20.0,0.167,1017629.8,8.0,4.0,Abusive,Abusive
acct_000497,66.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe
acct_000498,297.0,106.0,10.0,16.0,20.0,0.104,996402.1,7.0,5.04,Abusive,Abusive
acct_000499,81.0,2.0,3.0,1.0,1.0,0.506,0.0,2.0,1.39,Safe,Safe
acct_000500,41.0,3.0,2.0,2.0,2.0,0.61,758.0,2.0,0.7,Safe,Potential Abuse
acct_000501,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.34,Safe,Safe
acct_000502,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe
acct_000503,72.0,2.0,1.0,1.0,1.0,0.625,0.0,2.0,1.22,Safe,Safe
acct_000504,48.0,2.0,2.0,1.0,1.0,0.521,0.0,2.0,0.82,Safe,Safe
acct_000505,49.0,2.0,3.0,2.0,2.0,0.98,608.5,2.0,0.87,Safe,Potential Abuse
acct_000506,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.57,Safe,Safe
acct_000507,49.0,3.0,2.0,2.0,2.0,0.592,246.1,2.0,0.83,Safe,Potential Abuse
acct_000508,72.0,2.0,1.0,2.0,2.0,0.986,1376.6,3.0,1.26,Safe,Potential Abuse
acct_000509,48.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.81,Safe,Safe
acct_000510,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.59,Safe,Safe
acct_000511,57.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.96,Safe,Potential Abuse
acct_000512,60.0,6.0,3.0,3.0,4.0,0.3,161802.6,3.0,1.09,Potential Abuse,Potential Abuse
acct_000513,406.0,143.0,8.0,16.0,20.0,0.135,1112232.4,9.0,6.89,Abusive,Abusive
acct_000514,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.8,Safe,Safe
